Amount,Collateral,CustomerID,EndDate,InterestRate,LoanID,LoanType,PaymentFrequency,StartDate,Status
30216.09,hard,410250,2036-10-10,6.36,6626620540595,Mortgage,Annually,2021-05-03,Defaulted
13457.34,sure,449518,2031-05-11,4.17,5407820650949,Auto,Quarterly,2023-11-03,Active
63467.32,race,426363,2031-01-24,4.77,7126697156338,Mortgage,Monthly,2020-02-16,Active
18855.63,help,409892,2044-09-25,13.44,3507634841995,Mortgage,Quarterly,2022-07-12,Closed
9655.67,off,424783,2047-03-30,8.26,6239942284896,Auto,Monthly,2022-02-08,Defaulted
79322.42,agree,440049,2030-04-12,6.81,9176914099077,Mortgage,Quarterly,2023-12-08,Defaulted
57559.96,eye,406656,2033-06-13,14.56,7478654741375,Auto,Quarterly,2022-03-17,Closed
16217.75,education,421578,2051-09-25,9.91,5787955177181,Personal,Quarterly,2022-11-27,Active
48647.14,require,444042,2041-11-13,13.57,4014955946650,Mortgage,Quarterly,2022-03-26,Active
64128.38,poor,417757,2035-05-31,5.75,6323434781350,Mortgage,Monthly,2023-12-08,Closed
93917.65,state,426498,2031-08-22,4.09,8059696298853,Personal,Annually,2020-04-24,Active
9459.88,speech,439881,2034-03-19,11.69,9410576506249,Mortgage,Annually,2023-09-16,Defaulted
21634.85,difference,423277,2044-01-04,13.79,3606188261436,Mortgage,Quarterly,2021-01-16,Active
5026.83,particularly,418502,2050-02-18,5.36,4825738857563,Mortgage,Annually,2024-01-24,Defaulted
21225.42,development,445227,2040-05-02,8.67,2440235047229,Mortgage,Quarterly,2020-12-26,Closed
24994.86,manager,410243,2047-11-04,14.46,6462125324663,Personal,Annually,2023-08-29,Closed
12760.77,before,437114,2030-11-07,10.83,8051498251242,Personal,Annually,2021-06-22,Closed
36712.24,positive,408852,2026-08-19,4.04,9367322592039,Auto,Quarterly,2021-07-04,Closed
48200.85,public,432695,2041-12-15,5.58,3203995804401,Personal,Annually,2020-09-09,Active
47676.25,bar,418614,2051-08-24,8.23,8891346317962,Personal,Annually,2023-10-31,Active
61576.07,seem,446635,2026-11-11,3.33,9905989860852,Mortgage,Annually,2020-09-06,Closed
82913.76,out,421817,2048-07-17,8.42,8558473402640,Auto,Annually,2021-06-02,Active
53473.02,detail,426485,2043-11-13,9.2,5068713192354,Personal,Annually,2021-12-31,Active
18346.54,phone,416540,2045-03-04,5.77,4586035203446,Personal,Quarterly,2022-02-25,Active
72418.15,serious,446004,2043-01-05,14.18,9496995431924,Auto,Quarterly,2022-09-14,Defaulted
89179.52,traditional,448132,2033-10-26,8.93,7766014839882,Auto,Quarterly,2023-09-15,Closed
61993.35,better,442255,2027-08-08,3.22,8820372927969,Personal,Annually,2022-07-06,Active
98531.74,drug,404360,2045-02-18,4.88,5914912622170,Auto,Annually,2021-09-12,Closed
20607.81,about,425763,2031-12-06,10.06,5119167489126,Personal,Quarterly,2023-04-20,Closed
14527.42,study,413845,2030-09-19,8.39,7130773989917,Mortgage,Annually,2020-04-20,Defaulted
59756.99,sometimes,445018,2035-06-01,6.33,8512532969252,Mortgage,Monthly,2020-05-05,Active
69618.48,carry,423336,2031-05-09,7.58,8014058792472,Auto,Quarterly,2021-08-27,Defaulted
71659.73,those,403645,2047-07-12,2.99,7891682163555,Auto,Annually,2022-11-29,Defaulted
22321.25,several,404673,2044-12-22,11.71,1925654260323,Mortgage,Monthly,2023-02-13,Active
12228.7,range,441373,2033-09-22,8.63,6959368065068,Mortgage,Monthly,2022-05-12,Active
64158.94,such,414740,2053-05-03,9.05,6998252498880,Personal,Monthly,2021-02-26,Closed
8764.42,south,409723,2029-01-09,4.77,2400694151972,Personal,Quarterly,2023-11-14,Closed
20448.43,society,425237,2030-08-23,7.76,3556485688051,Mortgage,Monthly,2024-03-20,Defaulted
98256.79,peace,440817,2048-09-17,4.68,8117024802682,Personal,Annually,2022-12-27,Active
99184.1,crime,411803,2030-01-08,5.52,6814307293002,Mortgage,Annually,2020-11-24,Defaulted
71574.84,here,415330,2041-01-25,12.9,1559721803162,Mortgage,Quarterly,2023-09-23,Active
16424.54,great,448598,2029-01-16,5.13,9440820851991,Personal,Quarterly,2023-05-17,Defaulted
58466.31,fly,431422,2026-10-29,6.89,3430056032882,Auto,Annually,2023-12-20,Active
76929.67,movement,442554,2029-06-10,6.81,2473992902412,Mortgage,Annually,2022-10-11,Closed
75851.4,interesting,445387,2036-10-11,6.52,5929502304976,Personal,Quarterly,2022-04-26,Active
91980.72,support,443505,2054-04-09,11.3,6930358421070,Auto,Monthly,2023-02-17,Defaulted
89689.08,think,436836,2026-04-05,11.99,2081358808851,Mortgage,Quarterly,2022-06-10,Active
54984.34,fear,445951,2050-07-07,6.47,5903206841446,Personal,Quarterly,2022-02-01,Active
47580.68,red,435081,2041-05-28,7.66,9204901592051,Mortgage,Quarterly,2021-08-19,Active
24855.59,federal,427872,2034-11-18,12.89,4986110615622,Personal,Annually,2021-04-06,Defaulted
56220.65,it,423543,2053-03-01,8.63,9071568111802,Mortgage,Monthly,2023-04-16,Closed
79811.67,science,447964,2032-09-28,10.48,1338883495305,Auto,Monthly,2024-05-28,Active
79900.47,work,441479,2034-05-11,13.28,9110876958333,Mortgage,Quarterly,2020-11-11,Closed
8084.11,film,425570,2038-07-15,7.94,2283560724258,Mortgage,Quarterly,2023-09-09,Active
58915.75,rest,433889,2036-03-29,9.73,5561025968200,Personal,Annually,2020-04-25,Closed
30203.7,involve,419551,2033-03-30,2.96,7270284717448,Personal,Annually,2020-07-02,Active
16073.82,get,412068,2038-10-30,7.51,2184918007299,Mortgage,Quarterly,2023-01-09,Closed
7514.7,PM,401285,2050-10-05,7.33,5641682259215,Personal,Monthly,2021-05-17,Active
95332.17,light,442814,2031-01-10,7,5425726692958,Auto,Quarterly,2022-11-26,Closed
47616.3,miss,400649,2034-06-20,5.6,8140401910241,Mortgage,Quarterly,2021-09-29,Closed
54583.9,role,423611,2045-05-08,14.36,6601536903102,Mortgage,Quarterly,2021-09-23,Closed
18110.66,often,427810,2051-03-29,4.63,7051735301520,Mortgage,Monthly,2024-07-21,Active
96321.26,sound,435665,2048-04-27,4.02,8804349605870,Auto,Monthly,2022-12-18,Active
76000.5,notice,449661,2035-03-06,11.65,5700163789014,Personal,Monthly,2020-06-07,Defaulted
70878.89,deep,405960,2045-06-17,13.93,3618438663670,Auto,Annually,2020-12-20,Closed
43809.25,main,434092,2047-06-20,8.23,7774197549408,Auto,Quarterly,2023-03-06,Closed
41877.43,food,403217,2030-07-22,14.44,1992904127140,Auto,Monthly,2023-11-03,Closed
28296.71,through,426606,2035-08-09,9.26,2381070572042,Personal,Annually,2022-09-13,Defaulted
15386.77,suffer,413458,2052-12-10,8.08,6606798880322,Mortgage,Monthly,2021-01-29,Closed
74570.79,street,445124,2034-04-09,8.16,2678412994196,Personal,Annually,2023-02-14,Defaulted
85217.55,rather,416646,2048-09-24,10.14,6782333388685,Mortgage,Monthly,2024-06-09,Active
11939.25,treat,417729,2026-05-16,14.84,2496971963069,Mortgage,Annually,2020-11-19,Defaulted
27195.49,to,400456,2034-12-17,4.78,8063964141756,Auto,Quarterly,2021-04-27,Defaulted
58521.25,address,414255,2051-06-12,13.06,8086868214329,Mortgage,Monthly,2022-08-29,Closed
22839.17,sign,424174,2039-08-15,5.04,8110747286519,Auto,Quarterly,2024-03-22,Active
68639.53,threat,428860,2034-12-30,10.58,3966859660128,Mortgage,Quarterly,2020-05-04,Closed
68467.8,agreement,442517,2037-07-09,7.99,4732415784561,Auto,Monthly,2021-01-31,Defaulted
92680.6,fear,430006,2047-03-23,4.39,3098894786913,Auto,Quarterly,2020-06-22,Closed
58563.21,discover,439208,2026-10-04,3.47,1451552809891,Mortgage,Annually,2022-12-17,Defaulted
55197.57,control,444341,2042-04-03,9.64,7201438053881,Mortgage,Quarterly,2023-06-03,Closed
77031.88,never,423823,2032-12-02,6.34,4422540063422,Auto,Quarterly,2022-10-20,Closed
52521.68,area,420007,2053-11-02,4.65,9997291381162,Mortgage,Monthly,2023-02-12,Defaulted
59620.56,beat,419762,2041-03-21,9.55,9604421034737,Auto,Quarterly,2021-12-28,Active
83632.05,experience,417123,2039-03-09,5.26,4264878728107,Auto,Annually,2020-07-28,Defaulted
84570.79,what,428340,2050-10-22,7.17,5113088066259,Auto,Quarterly,2022-11-29,Active
67262.53,face,441733,2048-03-02,7.76,3295218554843,Auto,Annually,2022-07-14,Defaulted
44998.31,nature,411914,2053-11-09,6.95,1303432113798,Mortgage,Annually,2021-09-22,Active
84638.27,themselves,417674,2032-02-28,13.74,6316636566268,Auto,Quarterly,2020-08-04,Closed
70740.11,PM,412765,2029-01-19,7.78,7691623012379,Mortgage,Annually,2023-12-18,Active
45534.88,reason,422419,2025-08-24,6.7,5100588274501,Personal,Annually,2024-02-22,Closed
10386.22,despite,423020,2047-04-23,14.33,6407322782244,Auto,Annually,2021-07-09,Closed
78390.55,since,444851,2037-04-22,8.15,2009307358235,Mortgage,Annually,2022-07-10,Closed
81278.55,house,447646,2048-08-29,12.68,5732862301434,Mortgage,Quarterly,2020-05-09,Defaulted
99174.22,simply,441806,2032-04-21,3.87,7453042357876,Personal,Annually,2022-02-04,Defaulted
62593.3,part,401332,2026-12-13,8.56,9952808342557,Personal,Quarterly,2020-04-29,Active
38976.87,of,416146,2040-04-25,7.3,1069615043573,Personal,Monthly,2023-06-29,Active
86572.02,technology,427191,2025-11-03,3.73,5887189178191,Auto,Annually,2021-05-25,Closed
36360.48,around,421717,2050-10-23,10.48,1457513589634,Auto,Quarterly,2021-12-07,Closed
51718.01,parent,412129,2041-03-10,10.73,8518613083991,Mortgage,Monthly,2021-09-05,Defaulted
92283.79,red,449262,2050-11-25,11.23,1808279356329,Mortgage,Monthly,2021-11-19,Closed
79212.13,military,421634,2032-12-26,3.67,6475231320680,Personal,Annually,2022-01-26,Closed
46033.15,senior,401885,2039-04-19,4.82,4731668385916,Auto,Quarterly,2021-07-03,Active
58185.3,southern,443133,2045-08-10,8.57,2622570378950,Mortgage,Monthly,2024-02-06,Defaulted
97063.73,company,436848,2034-10-23,3.99,8602465987719,Auto,Monthly,2023-08-25,Closed
85633.39,help,437925,2050-08-29,14.5,9133572030346,Personal,Monthly,2020-05-08,Active
43174.63,role,415473,2044-04-18,4.07,5818723612203,Auto,Quarterly,2021-05-06,Active
64733.59,address,412251,2025-08-21,6.04,4480607623719,Personal,Monthly,2022-02-23,Active
48185.26,outside,421131,2027-01-09,8.53,8679091606430,Auto,Quarterly,2021-03-10,Active
81235.01,truth,447073,2041-08-17,10.99,8697468943539,Auto,Quarterly,2023-03-22,Active
89458.56,partner,418981,2045-06-20,14.45,3634423904915,Personal,Monthly,2022-04-21,Defaulted
74953.04,west,408125,2054-03-31,10.42,4505585827153,Auto,Annually,2021-03-20,Defaulted
82360.91,improve,422986,2033-01-12,7.78,1507734869599,Mortgage,Monthly,2024-02-20,Closed
15076.49,must,445674,2030-10-28,10.69,2460635635552,Auto,Annually,2023-02-13,Defaulted
18311.2,exist,448755,2041-03-06,5,5883973308911,Auto,Monthly,2021-06-06,Closed
70289.73,decision,447824,2028-07-04,9.65,4251927261153,Mortgage,Quarterly,2021-08-07,Active
71456.65,owner,443126,2027-11-13,8.88,6745496151842,Mortgage,Monthly,2020-03-26,Closed
87302.91,despite,406438,2047-08-15,14.5,5133512309335,Mortgage,Quarterly,2020-05-29,Active
69625.15,executive,440259,2043-08-29,5.29,3142809048033,Personal,Quarterly,2023-05-07,Defaulted
56372.44,recent,405338,2051-11-01,6.43,1283878120351,Mortgage,Annually,2023-08-07,Active
29556.3,main,421235,2042-11-05,4.66,7129754064163,Mortgage,Quarterly,2023-09-03,Closed
33491.17,affect,415798,2025-10-30,14.07,9327523500965,Mortgage,Quarterly,2023-11-24,Active
17133.3,new,410511,2040-01-30,5.96,9841052588971,Auto,Monthly,2023-06-05,Defaulted
70855.34,learn,436503,2050-12-07,14.69,1945645365335,Auto,Quarterly,2021-09-12,Defaulted
48851.31,situation,418876,2026-10-29,8.46,8931342787925,Mortgage,Annually,2023-12-02,Defaulted
21814.73,police,432793,2037-03-14,2.68,1468113444193,Personal,Annually,2020-11-20,Active
67381.11,they,423495,2047-02-28,12.69,3801109787640,Mortgage,Quarterly,2022-11-21,Defaulted
78679.06,carry,439123,2043-05-01,4.57,2749468620211,Mortgage,Quarterly,2023-06-08,Defaulted
51742.28,challenge,432909,2053-01-01,6.65,2899136642042,Mortgage,Annually,2021-02-24,Active
30893.57,mention,449805,2029-05-02,14.94,9495976013259,Personal,Annually,2021-09-30,Active
49539.76,structure,434329,2045-09-17,7.71,1105246681886,Auto,Monthly,2023-04-13,Defaulted
36086.85,sound,438792,2047-08-08,7.3,9370762666012,Auto,Monthly,2024-06-03,Active
15478.04,floor,419765,2031-07-02,12.63,3239237877472,Personal,Monthly,2023-11-20,Active
26071.07,until,445225,2031-08-10,9.98,2613676587408,Auto,Quarterly,2022-01-08,Closed
48571.03,fear,442814,2025-10-26,3.64,3110276202414,Auto,Monthly,2020-02-05,Defaulted
74324.34,entire,442172,2043-06-13,13.45,8990763562951,Mortgage,Monthly,2023-06-25,Defaulted
39176.37,later,448191,2051-10-10,12.3,9062949106984,Personal,Monthly,2021-03-11,Active
57269.13,turn,449454,2052-01-10,6.2,9315378489414,Personal,Quarterly,2022-01-15,Active
46072.62,every,412602,2045-05-25,8.47,7358964534341,Mortgage,Annually,2021-10-13,Defaulted
80419.3,accept,411609,2049-08-09,7.54,9476860643569,Personal,Quarterly,2021-04-03,Defaulted
87035.02,per,436255,2036-01-06,7.42,9774297082242,Auto,Monthly,2020-07-04,Active
11789.67,pattern,408250,2029-08-25,7.22,1549358037682,Personal,Monthly,2022-07-31,Defaulted
11584.44,student,413178,2034-09-01,11.42,9702925831121,Personal,Quarterly,2021-03-28,Defaulted
12467.82,yet,439749,2036-12-02,12.8,1687626503695,Auto,Annually,2023-05-11,Defaulted
49815.71,large,436455,2027-06-02,7.68,6948198377696,Auto,Annually,2021-08-26,Active
28315.5,structure,423598,2053-05-30,14,4273420246333,Auto,Quarterly,2021-06-14,Defaulted
83981.35,reveal,425086,2040-07-14,12.89,6952771813994,Mortgage,Monthly,2022-04-02,Defaulted
33972.83,test,422791,2037-01-27,4.34,5152352954028,Mortgage,Monthly,2022-11-14,Closed
65414.9,either,445775,2051-02-24,5.65,7209217533485,Personal,Monthly,2022-05-09,Defaulted
67085.02,task,413453,2044-12-01,8.34,3856151190672,Personal,Quarterly,2024-03-20,Active
17418.72,memory,424821,2026-12-10,9.94,9569203887882,Personal,Quarterly,2023-03-13,Active
24275.75,near,447020,2038-01-05,13.45,1972743685846,Auto,Monthly,2024-04-10,Active
55174.71,area,433751,2050-07-03,12.6,2381810160169,Auto,Monthly,2020-03-08,Closed
67954.77,meet,423578,2031-01-09,7.32,9590946914074,Personal,Quarterly,2021-07-06,Defaulted
94756.31,gun,415936,2030-04-06,3.21,1569846570064,Auto,Quarterly,2022-07-04,Defaulted
34773.35,meet,414382,2048-11-07,3.53,5324748339625,Personal,Monthly,2022-09-12,Active
12471.53,character,407319,2038-01-24,6.53,9080291837892,Mortgage,Quarterly,2023-08-23,Defaulted
76781.81,fly,432297,2040-10-25,13.03,9722354798054,Auto,Annually,2024-06-09,Defaulted
73737.31,responsibility,400622,2049-01-31,8.51,8094002649051,Personal,Monthly,2024-01-25,Active
99082.43,responsibility,449525,2034-08-30,3.6,8358443147835,Mortgage,Monthly,2023-01-07,Closed
51694.99,down,424193,2050-06-13,7.94,5376546323773,Personal,Monthly,2023-03-08,Closed
43118.48,bar,425147,2048-09-09,9.69,9702708186926,Mortgage,Monthly,2022-10-17,Defaulted
48364.74,attorney,437232,2045-11-11,4.32,4074074362270,Auto,Annually,2020-08-27,Defaulted
26447.3,certain,435754,2040-06-09,12.45,1518050123686,Personal,Quarterly,2023-06-18,Closed
36660.3,certain,447366,2032-04-20,7.28,4771301420350,Personal,Monthly,2023-01-17,Active
23678.05,stop,422032,2033-04-18,14.96,7141133409850,Mortgage,Quarterly,2023-07-11,Defaulted
79082.54,election,424501,2043-10-12,7.36,2894939207675,Personal,Quarterly,2022-07-29,Defaulted
76551.06,memory,424183,2030-08-30,9.32,2646263336422,Auto,Quarterly,2021-07-21,Defaulted
71103.33,between,415624,2037-02-09,9.71,6096140979919,Mortgage,Annually,2020-04-18,Active
70504.95,common,400797,2047-06-07,4.52,9562242311646,Mortgage,Monthly,2020-06-14,Closed
96803.34,blood,437347,2026-06-07,14.41,2738007720703,Auto,Monthly,2024-02-06,Closed
89243.28,sell,448454,2025-12-21,8.57,7051315238839,Mortgage,Monthly,2022-01-19,Closed
31258.5,idea,419325,2031-05-25,7.32,4449875149211,Mortgage,Annually,2024-06-19,Defaulted
50006.99,ever,409759,2032-12-11,12.27,8951200742406,Mortgage,Quarterly,2023-01-09,Active
17051.58,many,447277,2038-07-30,5.33,2494443008894,Personal,Quarterly,2023-05-14,Defaulted
66924.5,break,406255,2029-02-10,12.34,6444240512251,Auto,Annually,2021-04-10,Closed
77398.04,first,414182,2031-11-08,12.27,1523202540186,Mortgage,Annually,2021-05-18,Active
65403.73,forward,440222,2032-01-25,7.99,3617006260682,Auto,Monthly,2021-06-27,Active
55109.37,safe,406576,2029-12-04,8.55,5576101624977,Auto,Annually,2021-07-24,Active
24918.8,evidence,426588,2038-05-02,12.36,4578870204771,Personal,Quarterly,2020-09-13,Defaulted
66272.53,body,432739,2026-11-26,10.26,2472629662830,Auto,Annually,2023-11-08,Active
74889.77,provide,400434,2051-09-22,11.78,7591953976664,Auto,Annually,2023-12-01,Closed
50899.01,need,431995,2052-07-18,11.85,4499600301960,Mortgage,Annually,2024-05-06,Active
42189.53,president,403230,2027-02-25,10.9,3795686080807,Auto,Annually,2023-11-07,Active
92548.58,too,432351,2028-06-08,12.33,4410430908157,Auto,Annually,2020-05-05,Defaulted
57855,money,432058,2029-03-14,14.39,7887509203827,Auto,Monthly,2022-09-02,Defaulted
37813.93,today,433512,2043-05-07,5.79,9818782055543,Mortgage,Quarterly,2022-01-25,Closed
73488.56,onto,437818,2043-04-03,4.06,3468624264032,Auto,Quarterly,2020-07-10,Defaulted
51558.09,measure,414465,2050-08-16,9.61,8042116719529,Auto,Annually,2023-11-13,Active
46386.85,free,448124,2039-07-09,5.38,1972638962383,Auto,Monthly,2023-08-16,Closed
99544.51,executive,403856,2045-01-13,12.42,3078024075449,Personal,Quarterly,2020-05-03,Defaulted
22552.37,painting,440795,2047-06-15,13.01,8365325253211,Auto,Annually,2022-08-20,Closed
6869.24,style,417708,2030-04-30,4.12,6111741548853,Personal,Quarterly,2020-05-12,Defaulted
44797.6,if,422922,2038-07-31,6.26,7006992344162,Mortgage,Annually,2022-08-19,Active
46127.34,myself,428658,2029-10-23,5.82,6106492876586,Auto,Annually,2020-01-29,Closed
38199.45,least,407902,2027-10-31,13.76,4237400644545,Auto,Quarterly,2021-06-01,Defaulted
86602.41,summer,421545,2038-01-01,10.34,5435334761038,Personal,Quarterly,2020-11-12,Closed
60614.68,ten,433192,2046-04-05,10.55,4894617299756,Auto,Monthly,2020-02-04,Closed
93751.11,despite,427597,2042-05-10,3.41,6499273298037,Mortgage,Quarterly,2023-03-24,Closed
53528.07,popular,440104,2042-09-06,3.55,5716527632007,Mortgage,Monthly,2024-03-01,Defaulted
64249.14,bit,429651,2048-12-31,3.75,9702431204298,Mortgage,Quarterly,2020-05-02,Active
58010.25,quite,425315,2033-03-22,11.48,9533181525765,Personal,Annually,2021-04-07,Defaulted
92242.44,possible,409349,2047-10-02,8.35,8241307814162,Mortgage,Annually,2023-02-14,Defaulted
74540.81,over,409155,2053-02-03,9.78,4380254997899,Personal,Monthly,2024-01-27,Closed
70759.19,great,427049,2030-05-12,12.26,3449402256794,Auto,Annually,2022-02-22,Active
69630.62,against,418452,2049-02-27,6.59,9210916470820,Personal,Quarterly,2023-07-24,Closed
9010.24,include,401231,2045-02-25,9.11,1179823608267,Mortgage,Annually,2024-05-24,Defaulted
10256.39,fact,421062,2030-10-25,3.01,9275816295871,Mortgage,Quarterly,2020-10-21,Defaulted
33373.99,bed,429610,2046-12-12,10.05,9432151278960,Mortgage,Quarterly,2023-11-23,Closed
20532.09,third,424981,2048-09-09,11.39,6008760110435,Mortgage,Quarterly,2021-02-08,Defaulted
32037.75,listen,439762,2045-01-03,3.34,5607346990164,Mortgage,Monthly,2023-04-05,Defaulted
16953.25,bank,425098,2048-06-30,8.47,9652594790943,Auto,Monthly,2022-10-23,Active
7217.73,agree,412839,2043-07-15,4.91,9249671912359,Mortgage,Annually,2022-11-19,Defaulted
52567.96,center,416259,2038-05-14,5.8,2413085785265,Mortgage,Quarterly,2020-04-23,Closed
32893.66,magazine,415481,2047-12-06,6.71,6230685787106,Mortgage,Quarterly,2024-06-08,Closed
88971.19,note,402013,2036-05-11,4.33,5647583015489,Personal,Monthly,2022-04-27,Active
96077.47,entire,428213,2049-09-20,13.35,2868108280869,Personal,Monthly,2022-04-01,Defaulted
5452.09,claim,430483,2028-12-07,5.71,7138582140330,Mortgage,Annually,2022-09-06,Active
54548.7,two,444316,2029-01-07,11.5,9278740612353,Auto,Quarterly,2021-07-15,Closed
48153.25,try,437249,2036-10-30,9.96,1716100839083,Auto,Monthly,2023-02-23,Defaulted
95091.08,store,411497,2040-04-30,4.61,1776566436006,Auto,Annually,2020-06-20,Closed
35427.75,system,408386,2035-08-07,9.16,9010356110815,Auto,Monthly,2020-01-02,Active
67255.03,civil,445615,2036-05-31,7.01,1933325813934,Personal,Annually,2023-09-14,Defaulted
62042.18,bring,413560,2053-06-03,10.93,5568262042269,Auto,Annually,2021-12-29,Active
93633.12,personal,424728,2046-08-14,12.07,1438437644822,Mortgage,Annually,2021-03-28,Active
